start_date,end_date,query,clicks,impressions,ctr,position
2024-05-01,2024-05-07,eliezer brecher,0,6,0,7.166666666666667
2024-05-01,2024-05-07,global care,0,1,0,99
2024-05-01,2024-05-07,global care company,0,1,0,13
2024-05-01,2024-05-07,global care medical,0,1,0,100
2024-05-01,2024-05-07,global care medical group,0,2,0,88
2024-05-01,2024-05-07,global care network,0,3,0,13.666666666666666
2024-05-01,2024-05-07,globalcare,0,5,0,85
2024-05-08,2024-05-14,eliezer brecher,0,9,0,7.555555555555555
2024-05-08,2024-05-14,global care,0,2,0,85.5
2024-05-08,2024-05-14,global care company,0,2,0,10.5
2024-05-08,2024-05-14,global care medical,0,1,0,97
2024-05-08,2024-05-14,global care medical group,0,6,0,80
2024-05-08,2024-05-14,global care provider phone number,0,1,0,83
2024-05-08,2024-05-14,globalcare,0,2,0,78
2024-05-15,2024-05-21,eliezer brecher,0,2,0,8
2024-05-15,2024-05-21,global care medical,0,3,0,97
2024-05-15,2024-05-21,global care medical group,0,1,0,101
2024-05-15,2024-05-21,global care medical group doctors,0,1,0,79
2024-05-15,2024-05-21,globalcare,0,5,0,85.8
2024-05-15,2024-05-21,globalcare medical group,0,1,0,73
2024-05-22,2024-05-28,eliezer brecher,0,2,0,7
2024-05-22,2024-05-28,global care,0,1,0,90
2024-05-22,2024-05-28,global care medical group doctors,0,1,0,77
2024-05-22,2024-05-28,global care phone number,0,1,0,89
2024-05-22,2024-05-28,globalcare,0,2,0,89
2024-05-29,2024-06-04,eliezer brecher,0,2,0,9
2024-05-29,2024-06-04,global care,0,1,0,101
2024-05-29,2024-06-04,global care hospital doctors,0,1,0,78
2024-05-29,2024-06-04,global care inc,0,2,0,66
2024-05-29,2024-06-04,global care medical,0,1,0,62
2024-05-29,2024-06-04,global care medical group,0,1,0,80
2024-05-29,2024-06-04,globalcare,0,3,0,54
2024-06-05,2024-06-11,eliezer brecher,0,1,0,47
2024-06-05,2024-06-11,global care,0,1,0,89
2024-06-05,2024-06-11,global care force,0,1,0,91
2024-06-05,2024-06-11,global care medical group,0,3,0,89.66666666666667
2024-06-05,2024-06-11,globalcare,0,3,0,73.33333333333333
2024-06-05,2024-06-11,what is global care,0,1,0,60
2024-06-12,2024-06-18,global care cosmetics corporation,0,1,0,23
2024-06-12,2024-06-18,global care inc provider phone number,0,1,0,81
2024-06-12,2024-06-18,global care medical,0,1,0,74
2024-06-12,2024-06-18,global care medical group,0,2,0,90.5
2024-06-12,2024-06-18,global care provider phone number,0,1,0,93
2024-06-12,2024-06-18,globalcare,0,6,0,77.83333333333333
2024-06-12,2024-06-18,globalcare inc,0,2,0,9
2024-06-19,2024-06-25,global care clinic,0,1,0,8
2024-06-19,2024-06-25,global care contact number,0,2,0,12
2024-06-19,2024-06-25,global care phone number,0,1,0,53
2024-06-19,2024-06-25,globalcare,0,4,0,90
2024-06-19,2024-06-25,globalcare inc,0,3,0,7.666666666666667
2024-06-19,2024-06-25,globalcare insurance,0,1,0,99
2024-06-19,2024-06-25,globalcare medical group,0,1,0,94
2024-06-26,2024-07-02,global care clinic,0,1,0,9
2024-06-26,2024-07-02,global care medical group,0,3,0,88.66666666666667
2024-06-26,2024-07-02,global care provider phone number,0,1,0,99
2024-06-26,2024-07-02,globalcare,0,6,0,85
2024-07-03,2024-07-09,global care medical group,0,2,0,88.5
2024-07-03,2024-07-09,global care residence,0,1,0,13
2024-07-03,2024-07-09,globalcare,0,4,0,77
2024-07-03,2024-07-09,globalcare inc,0,1,0,10
2024-07-03,2024-07-09,globalcare medical group,0,1,0,88
2024-07-10,2024-07-16,a global care inc,0,1,0,98
2024-07-10,2024-07-16,eliezer brecher,0,1,0,53
2024-07-10,2024-07-16,global care company,0,1,0,13
2024-07-10,2024-07-16,global care medical group doctors,0,1,0,71
2024-07-10,2024-07-16,global care medical group provider phone number,0,1,0,84
2024-07-10,2024-07-16,global care provider phone number,0,1,0,101
2024-07-10,2024-07-16,globalcare,0,4,0,89
2024-07-10,2024-07-16,globalcare inc,0,1,0,10
2024-07-17,2024-07-23,eliezer brecher,0,5,0,9
2024-07-17,2024-07-23,global care hospital logo,0,1,0,88
2024-07-17,2024-07-23,global care medical group,0,1,0,52
2024-07-17,2024-07-23,global care phone number,0,1,0,56
2024-07-17,2024-07-23,globalcare,0,4,0,69
2024-07-17,2024-07-23,globalcare inc,0,2,0,11
2024-07-24,2024-07-30,eliezer brecher,0,3,0,8.666666666666668
2024-07-24,2024-07-30,global care,0,3,0,70
2024-07-24,2024-07-30,global care clinic,0,1,0,10
2024-07-24,2024-07-30,globalcare,0,7,0,67.57142857142857
2024-07-24,2024-07-30,globalcare inc,0,1,0,10
