start_date,end_date,query,clicks,impressions,ctr,position
2024-05-01,2024-05-07,all on 4 conversions,0,17,0,45
2024-05-08,2024-05-14,all on 4 conversions,0,11,0,44
2024-05-15,2024-05-21,all on 4 conversions,0,12,0,49.083333333333336
2024-05-15,2024-05-21,globalcare,0,1,0,10
2024-05-22,2024-05-28,4 on all,0,7,0,135.42857142857142
2024-05-22,2024-05-28,all for 4,0,4,0,188.25
2024-05-22,2024-05-28,all on 4 conversions,0,12,0,46.166666666666664
2024-05-22,2024-05-28,all on 4-6,0,1,0,74
2024-05-22,2024-05-28,all on six tijuana,0,2,0,93.5
2024-05-22,2024-05-28,globalcare,0,1,0,9
2024-05-29,2024-06-04,4 on all,0,10,0,110.4
2024-05-29,2024-06-04,6 hour smile,0,1,0,78
2024-05-29,2024-06-04,all for 4,0,10,0,139.9
2024-05-29,2024-06-04,all in 4,0,6,0,174.66666666666666
2024-05-29,2024-06-04,all on 4 abroad,0,1,0,80
2024-05-29,2024-06-04,all on 4 conversion,0,2,0,35.5
2024-05-29,2024-06-04,all on 4 conversions,0,14,0,37.42857142857143
2024-05-29,2024-06-04,all on for 4,0,8,0,180
2024-05-29,2024-06-04,all on six tijuana,0,7,0,92.14285714285714
2024-05-29,2024-06-04,benefits of all-on-4 dallas tx,0,3,0,94.33333333333333
2024-05-29,2024-06-04,globalcare,0,5,0,7.4
2024-06-05,2024-06-11,4 on all,0,3,0,112.33333333333333
2024-06-05,2024-06-11,all for 4,0,5,0,103.2
2024-06-05,2024-06-11,all on 4 conversion,0,1,0,25
2024-06-05,2024-06-11,all on 4 conversions,0,15,0,37
2024-06-05,2024-06-11,all on 4 or all on 6,0,1,0,63
2024-06-05,2024-06-11,all on 4 treatment planning,0,1,0,38
2024-06-05,2024-06-11,all on 4 vs 3 on 6,0,2,0,68
2024-06-05,2024-06-11,all on 4 vs all on 6,0,5,0,86.6
2024-06-05,2024-06-11,all on for 4,0,4,0,115.75
2024-06-05,2024-06-11,all on six tijuana,0,6,0,86
2024-06-05,2024-06-11,all-o-four,0,2,0,74.5
2024-06-05,2024-06-11,benefits of all-on-4 dallas tx,0,3,0,88.66666666666667
2024-06-05,2024-06-11,globalcare,0,4,0,6
2024-06-05,2024-06-11,unparalleled follow-up procedure,0,2,0,92
2024-06-12,2024-06-18,all on 4 conversions,0,14,0,34.5
2024-06-12,2024-06-18,all on 4 treatment planning,0,1,0,43
2024-06-12,2024-06-18,all on 4 vs 3 on 6,0,1,0,74
2024-06-12,2024-06-18,all on 4 vs all on 6,0,1,0,94
2024-06-12,2024-06-18,all on 6 mexico,0,1,0,75
2024-06-12,2024-06-18,all on six,0,1,0,91
2024-06-12,2024-06-18,all on six tijuana,0,5,0,78.6
2024-06-12,2024-06-18,all-o-four,0,1,0,77
2024-06-12,2024-06-18,benefits of all-on-4 dallas tx,0,5,0,88.2
2024-06-12,2024-06-18,globalcare,0,3,0,9
2024-06-12,2024-06-18,unparalleled follow-up procedure,0,3,0,88.33333333333333
2024-06-19,2024-06-25,4 on all,0,16,0,121.5625
2024-06-19,2024-06-25,all for 4,0,8,0,152.125
2024-06-19,2024-06-25,all on 4 conversion,0,1,0,37
2024-06-19,2024-06-25,all on 4 conversions,0,11,0,36.45454545454545
2024-06-19,2024-06-25,all on 6 mexico,0,1,0,101
2024-06-19,2024-06-25,all on for 4,0,2,0,196.5
2024-06-19,2024-06-25,all on six tijuana,0,5,0,78.2
2024-06-19,2024-06-25,benefits of all-on-4 dallas tx,0,4,0,87.25
2024-06-19,2024-06-25,unparalleled follow-up procedure,0,3,0,89.33333333333333
2024-06-26,2024-07-02,4 on all,0,12,0,54
2024-06-26,2024-07-02,all for 4,0,10,0,153.9
2024-06-26,2024-07-02,all in 4,0,2,0,194.5
2024-06-26,2024-07-02,all on 4 conversion,0,1,0,42
2024-06-26,2024-07-02,all on 4 conversions,0,15,0,31.666666666666668
2024-06-26,2024-07-02,all on for 4,0,6,0,198
2024-06-26,2024-07-02,all on six tijuana,0,3,0,88.66666666666667
2024-06-26,2024-07-02,benefits of all-on-4 dallas tx,0,5,0,84
2024-06-26,2024-07-02,globalcare,0,3,0,4.666666666666666
2024-07-03,2024-07-09,4 on all,0,14,0,49.714285714285715
2024-07-03,2024-07-09,all for 4,0,14,0,145.57142857142858
2024-07-03,2024-07-09,all in 4,0,9,0,193
2024-07-03,2024-07-09,all on 4 abroad,0,2,0,64.5
2024-07-03,2024-07-09,all on 4 conversions,0,15,0,31.733333333333334
2024-07-03,2024-07-09,all on 4 or 6 dental implants,0,1,0,89
